id,store_id,title,purchase_url,price,gluten_free_tag,high_protein_tag,sugar_free_tag,vegan_tag,ketogenic_tag,flavor
1,1,냥빵 파운드 저탄수 대체당 제로 빵 글루텐프리 건강빵 비건,https://smartstore.naver.com/nyangppang/products/5907549396,3800,1.0,0.0,0.0,0.0,0.0,필수상품 없음
2,2,비건 유기농 쌀 & 기장쌀 잡곡 비스코티 5종 미앤드리 글루텐프리,https://smartstore.naver.com/meandri/products/8173331858,5000,1.0,0.0,0.0,1.0,0.0,드리 초코코코넛(넛프리) 한라봉얼그레이 바나나피칸(제로슈가/노오일/노솔트) 말차캐슈넛
3,3,비건이레 비건케이크 글루텐프리 떠먹는케이크 얼그레이아몬드베린느 GF,https://smartstore.naver.com/vegan_for_sevendays/products/7236359151,7500,1.0,0.0,0.0,1.0,0.0,베린느 얼그레이아몬드베린느 (GF) 헤이즐넛베린느 (GF) 임자레오베린느 쑥스러운딸기베린느 (GF) (+300원) 오페라베린느 (GF) 피넛버터쇼콜라베린느 (GF) (+300원)
4,4,프로넛 무설탕 자일리톨 캔디 레몬 선물 사탕 금연 양치 아이간식 어린이집,https://smartstore.naver.com/pronut/products/9782392925,2800,0.0,0.0,0.0,0.0,0.0,레몬 퓨어(오리지널) 복숭아 샤인머스켓 콜라 페퍼민트
5,5,꾸디 비건쿠키 (르뱅쿠키 수제쿠키),https://smartstore.naver.com/ggudi/products/5350602475,4200,0.0,0.0,0.0,1.0,0.0,쿠키 선택 coming soon ★
6,6,[쌀낭시에 5종x2개입] 비건빵 글루텐프리 쌀빵 휘낭시에 건강간식,https://smartstore.naver.com/thebreadblue/products/10524498266,27500,0.0,0.0,0.0,1.0,0.0,필수상품 없음
7,5,꾸디 이달의 비건디저트 (비건쿠키 비건빵 베이커리 웨딩임페리얼 무화과),https://smartstore.naver.com/ggudi/products/6552077533,5000,0.0,0.0,0.0,1.0,0.0,이달의 디저트 ★ coming soon ★
8,6,[통밀발효종빵 3개 세트] 속이 편안한 통밀발효종 건강 비건빵,https://smartstore.naver.com/thebreadblue/products/10058561759,22770,0.0,0.0,0.0,1.0,0.0,필수상품 없음
9,6,[발효종 순수 통밀빵 2개입 1세트] 저당빵 비건 건강 식사대용 더브레드블루,https://smartstore.naver.com/thebreadblue/products/10462893106,8690,0.0,0.0,1.0,1.0,1.0,필수상품 없음
10,7,"굿다운 1/9 저칼로리 저당 치아딸기잼, 서울어워드수상 당뇨와건강몰입점 스테비아잼 무설탕잼",https://smartstore.naver.com/grimmsbread/products/7318233551,12400,0.0,0.0,0.5,0.0,0.0,1. 저당 저칼로리 딸기잼 2. 저당 초코잼
11,8,[모닐이네하우스] 글루텐프리 100% 쌀 소금빵 5개 세트구성,https://smartstore.naver.com/monil2house/products/9108823733,15000,1.0,0.0,0.0,0.0,0.0,글루텐프리 쌀 소금빵 5개 세트
12,9,콩볼 쿠키볼 / 로키 오트밀 쿠키,https://smartstore.naver.com/rawsome/products/10774827105,4400,1.0,0.0,0.0,1.0,0.0,콩볼 GF 콩볼 현미팝 GF (+400원)
13,10,키토빵앗간 고메버터 파운드 (저당 글루텐프리 저탄수빵),https://smartstore.naver.com/ketobbang/products/5774916041,4500,1.0,1.0,0.5,0.0,0.0,바닐라빈 파운드 무화과 초코 파운드
14,11,저당 단백 모닝빵 5개입 무설탕 무밀가루 저당질 프로틴 단백질빵,https://smartstore.naver.com/ketopantry/products/8754612023,9000,0.0,0.0,0.0,0.0,0.0,키토 단백 모닝빵 5개입
15,12,수제 비건버터 쌀소금빵,https://smartstore.naver.com/dearmyqueen1553/products/8094049097,3900,1.0,0.0,0.0,1.0,0.0,필수상품 없음
16,13,[빵어니스타] 비건 쌀 빠삭쿠키 (당일 미입금 시 주문 취소),https://smartstore.naver.com/shophonesta/products/10524616367,4500,0.0,0.0,0.0,1.0,0.0,"깨 코코넛 (+500원) 오레오초코칩 (+1,000원)"
17,14,카라멜 피칸 견과 쿠키 퇴사 답례품 선물 비건쿠키,https://smartstore.naver.com/veganez/products/9899487132,5500,1.0,0.0,0.0,1.0,0.0,🍪 선택
18,14,레몬 얼그레이 수제쿠키 쌀 글루텐프리 비건쿠키,https://smartstore.naver.com/veganez/products/9899464494,5800,1.0,0.0,0.0,1.0,0.0,🍪 선택 🍪
19,2,비건 유기농 쌀 제로슈가 고구마브라우니 미앤드리 글루텐프리,https://smartstore.naver.com/meandri/products/8015455745,3800,1.0,0.0,0.0,1.0,0.0,브라우니 기본
20,6,"[구운 통밀 고로케 3개입 세트] 야채 고로케, 비건 간식, 식사대용, 구운 통밀 고로케",https://smartstore.naver.com/thebreadblue/products/10463029522,13200,1.0,0.0,0.0,1.0,0.0,야채 매콤야채
21,3,비건이레 비건 티케이크 비건빵 글루텐프리 단호박티케이크,https://smartstore.naver.com/vegan_for_sevendays/products/5604418319,3500,1.0,0.0,0.0,1.0,0.0,단호박티케이크 얼그레이레몬티케이크 쑥크럼블티케이크 쇼콜라아몬드티케이크 말차콩콩콩티케이크 감자올리브티케이크
22,15,틴베이크 플틴쿠키 저당 고단백 프로틴 단백질 월넛오리지널 쿠키 빵,https://smartstore.naver.com/teinbake/products/5754369653,4000,0.0,0.0,0.0,0.0,0.0,월넛오리지널쿠키 트리플카카오쿠키 말차화이트마카다미아 (한정)딸기치즈케이크쿠키 (+500원) (한정)황치즈케이크쿠키 (+500원)
23,16,글루텐프리 다이어트빵 쌀디저트 쌀마들렌 2개세트 할인 비건,https://smartstore.naver.com/earth-born/products/8151293245,4400,1.0,0.0,0.0,1.0,0.0,오트밀 카카오 흑임자 쑥크럼블
24,8,"[모닐이네하우스] 특허받은 레시피로 만든 무설탕, 노밀가루, 노생크림 갸또쇼콜라 시리즈",https://smartstore.naver.com/monil2house/products/8606659063,15000,1.0,0.0,0.0,0.0,0.0,오리지널 다크(무설탕) 라즈베리 다크(무설탕) 얼그레이 다크(무설탕) 치즈케이크&다크 프로마쥬(저당) 황치즈 블랑(무설탕) 쑥 블랑(무설탕) 무화과 다크(무설탕) 클래식 다크 (설탕함유버전) 키토 쇼콜라(저탄수고지방) 딥 다크 (대체당 마저 뺌!)
25,7,"굿다운 1/9저칼로리 저당 딸기잼 1kg 리필팩, 당뇨키토몰입점 스테비아잼 굿다운잼",https://smartstore.naver.com/grimmsbread/products/9418851993,45800,0.0,0.0,0.0,0.0,1.0,필수상품 없음
26,7,"그림의빵 완벽저당 전제품 맛보기 10개 세트(1/9딸기잼 포함), 당뇨와건강몰입점",https://smartstore.naver.com/grimmsbread/products/8158079418,64800,0.0,0.0,0.0,0.0,0.0,필수상품 없음
27,12,비건 글루텐프리 베이글 [호박],https://smartstore.naver.com/dearmyqueen1553/products/10408016820,4200,1.0,0.0,0.0,1.0,0.0,필수상품 없음
28,2,비건 유기농 쌀 노오일 휘낭시에 드낭시에 글루텐프리,https://smartstore.naver.com/meandri/products/8726000877,3000,1.0,0.0,0.0,1.0,0.0,드낭시에 플레인 초코 (+100원) 피칸 (+200원) 피스타치오 (+200원) 헤즐넛 (+200원)
29,6,현미 카스테라 비건빵 글루텐프리 쌀빵 디저트 건강빵,https://smartstore.naver.com/thebreadblue/products/5314431844,5390,1.0,0.0,0.0,1.0,0.0,필수상품 없음
30,14,무설탕 비건베이커리 디저트 빵 간식 흑임자 쿠키,https://smartstore.naver.com/veganez/products/9959060143,4800,1.0,0.0,0.0,1.0,0.0,🍪 선택 🍪
31,17,비건쿠키 글루텐프리 쌀 수제 건강 간식,https://smartstore.naver.com/chopcookie/products/9606521978,5200,1.0,0.0,0.0,1.0,0.0,토마토 퓨레 찹쿠키 (+200원) 트러플 다크 초코 찹쿠키 (+800원) 체다 황치즈 찹쿠키 피스타치오 초코 가나슈 찹쿠키 (+600원) 더블 에스프레소 찹쿠키 (+200원) 호지 말차 찹쿠키 (+300원) 레몬 얼그레이 찹쿠키 (+400원) 고구마 레몬 딜 찹쿠키 (+500원) 제주 말차 마카다미아 찹쿠키 (+500원) 밤꿀 오렌지 찹쿠키 (+600원) New) 메이플 피칸 찹쿠키 (+300원) 황치즈 찹스낵 (-200원) 트러플 다크초코 찹스낵 (+500원) 페퍼 앤 솔트 찹스낵 (-700원) 피스타치오 찹스낵 (+400원)
32,8,[모닐이네하우스] 수제 쌀 르뱅 쿠키 시리즈 9종 글루텐프리,https://smartstore.naver.com/monil2house/products/8623551874,3800,1.0,0.0,0.0,0.0,0.0,쑥떡찰떡 (+500원) 화이트마카다미아 (+200원) 말차화이트마카다미아 (+200원) 땅콩국희씌 르뱅 크림치즈피칸 (+500원) 초코나무숲 (+200원) 스모어
33,1,레몬 키토 머핀 저탄고지 냥빵 저탄수 빵 저당안심 식사대용 빵 무설탕 비건 키토,https://smartstore.naver.com/nyangppang/products/8303655332,4000,1.0,1.0,1.0,0.0,0.0,필수상품 없음
34,12,비건 쌀 마들렌 - 초코칩 초코,https://smartstore.naver.com/dearmyqueen1553/products/10663546111,4200,1.0,0.0,0.0,1.0,0.0,필수상품 없음
35,18,비건케이크 비건 티라미수 떠먹는 쌀케이크 글루텐프리,https://smartstore.naver.com/vegandaum/products/6144628768,24000,1.0,0.0,0.0,1.0,0.0,"비건&글루텐프리 케이크 비건 티라미수 쌀케이크 헤이즐넛 초코 티라미수 (+700원) 고구마롱(고구마+밤)케이크 (+1,200원) 초코바나나 케이크 (+700원) (시즌)얼그레이 무화과 케이크 (+2,700원) (한정) 두바이 초콜릿 케이크 (+12,000원) (시즌) 인절미 서리태 케이크 (+500원) (시즌)교토 우지 말차 티라미수) (+900원) (시즌)고흥 유자 케이크 (+1,200원)"
36,12,비건 글루텐프리 베이글 [기본맛],https://smartstore.naver.com/dearmyqueen1553/products/8197094252,4200,1.0,0.0,0.0,1.0,0.0,필수상품 없음
37,6,[동호가 만든 현미빵] 더브레드블루 비건빵 쌀빵 건강간식 저당 건강 식사대용,https://smartstore.naver.com/thebreadblue/products/10613235094,4500,1.0,0.0,1.0,1.0,0.0,필수상품 없음
38,6,[더브레드블루 저당 통밀식빵] 당1g 다이어트 샌드위치 식단 노계란 비건식빵,https://smartstore.naver.com/thebreadblue/products/10543930328,11000,0.0,0.0,1.0,1.0,0.0,저당통밀식빵
39,8,[모닐이네하우스] 치즈 여왕 노밀가루 바스크 치즈케이크 글루텐프리,https://smartstore.naver.com/monil2house/products/8606876163,14500,1.0,0.0,0.0,0.0,0.0,바닐라 바치케 초코 바치케 (+500원) 말차 바치케 (+500원) 모카 바치케 (+500원)
40,8,"[모닐이네하우스] No밀가루, 글루텐프리 수제 큐브 쌀 파운드 (2개씩) 시리즈",https://smartstore.naver.com/monil2house/products/8954469522,7200,1.0,0.0,0.0,0.0,0.0,"레몬 2개 얼그레이 2개 (+800원) 더블초코 2개 (+800원) 더블치즈 2개 (+800원) 쑥무화과 2개 (+1,000원) 호두과자 2개 (+1,000원)"
41,19,"우주 크림빵(초코, 밀크)",https://smartstore.naver.com/dduddustore/products/7641130759,6000,0.0,0.0,1.0,0.0,0.0,우주 크림빵(밀크) 우주 크림빵(초코)
42,7,"저당모닝빵4팩+저당딸기잼 1kg 리필팩 세트구성, 저칼로리잼, 100%곡물단백질, 당뇨키토",https://smartstore.naver.com/grimmsbread/products/8248603713,92600,0.0,0.5,0.5,0.0,0.0,세트구성 코코모닝빵4팩+잼1kg 야채모닝빵4개+잼1kg 코코모닝빵2팩+야채모닝빵2팩+잼1kg
43,1,카카오 큐브 대체당 냥빵 글루텐프리 대체당 노밀가루,https://smartstore.naver.com/nyangppang/products/8303689276,3600,1.0,1.0,0.0,0.0,0.0,필수상품 없음
44,20,프로틴빵 노밀가루 글루텐프리 식단관리 단백질빵 당조절 식사빵 카스테라,https://smartstore.naver.com/6-bbang/products/5242705272,5500,1.0,0.8,0.0,1.0,0.0,호두 크렌베리 모카 말차 플레인
45,6,클래식 소보로빵 비건빵 100% 건강빵 영양 간식,https://smartstore.naver.com/thebreadblue/products/8605330694,2750,0.0,0.0,0.0,1.0,0.0,필수상품 없음
46,21,매주 목요일 2pm 오픈 비건쿠키 노오일 글루텐프리 두부크림치즈,https://smartstore.naver.com/splashbakery/products/8313644614,22800,1.0,0.0,0.0,0.7,0.0,"초코 오트쿠키 (-200원) BEST 슴이쿠키 (-300원) BEST 황치즈 무설탕 두부크치 초코라즈베리 무설탕 두부크치 로투스 무설탕 두부크치 (-100원) BEST 황치즈 그래놀라꾸컵 (+3,500원) BEST 아몬드봉봉 속세저리가라쿠키 (-300원) 솔티드초코 속세저리가라쿠키 (-200원) 흑임자 속세저리가라쿠키 (+100원) BEST 오트쿠키 (-400원)"
47,6,[클래식 단팥빵 5개 세트] 비건빵 100% 건강빵 영양 간식 더브레드블루,https://smartstore.naver.com/thebreadblue/products/10437959557,13750,0.0,0.0,0.0,1.0,0.0,필수상품 없음
48,3,비건이레 비건빵 글루텐프리 홀파운드케이크 쑥무화과파운드,https://smartstore.naver.com/vegan_for_sevendays/products/5493037223,25000,1.0,0.0,0.0,1.0,0.0,비건이레 비건파운드 쑥무화과파운드 인절미흑임자파운드 얼그레이유자파운드 말차쇼콜라파운드 가을밤파운드
49,6,[더브레드블루 간식빵 6종 맛보기 세트] 비건빵 100% 건강빵 생일선물,https://smartstore.naver.com/thebreadblue/products/10498310126,28100,0.0,0.0,0.0,1.0,0.0,필수상품 없음
50,15,틴베이크 플틴스콘 수제 고단백 프로틴 통밀빵 단백질 플레인 스콘,https://smartstore.naver.com/teinbake/products/6206497546,3000,0.0,0.0,0.0,0.0,0.0,플레인스콘 더블초코스콘 (+200원) 황치즈스콘 (+200원) 바닐라르뱅스콘 (+200원) 말차초코샌드스콘 (+400원) (한정)딸기초코샌드스콘 (+400원) (한정)고구마콕스콘 (+400원)
51,16,두부 쌀 베이글,https://smartstore.naver.com/earth-born/products/9988173082,3900,1.0,0.0,1.0,1.0,0.0,기본 쌀 베이글 밤 베이글 변경 (+600원)
52,14,비건 이지 뉴초콜렛칩 쿠키 노밀가루 쌀 글루텐프리 비건쿠키,https://smartstore.naver.com/veganez/products/10464483924,5400,1.0,0.0,0.0,1.0,0.0,🍪 선택
53,11,당류 0g 저당 마들렌 무설탕 무밀가루 고식이섬유 식단 간식 디저,https://smartstore.naver.com/ketopantry/products/10282880886,3300,0.0,0.0,0.0,0.0,0.0,바닐라 마들렌 그린티 마들렌 (+200원) 초콜릿 마들렌 (+200원) 레몬 마들렌 (+200원) 흑임자 마들렌 (+200원)
54,8,"[모닐이네하우스] 수제 쌀 스콘 시리즈 글루텐프리, NO 에그",https://smartstore.naver.com/monil2house/products/8644062785,4000,1.0,0.0,0.0,0.0,0.0,고메 스콘 (노에그) 애플 (노에그) 얼그레이 무화과 (노에그) 초코칩 (노에그)
55,22,[포포브레드] 비건 비스코티 초코 아몬드 / 쌀 디저트 글루텐프리 노밀가루 베이커리,https://smartstore.naver.com/forfourbread/products/9780373383,4000,1.0,0.0,0.0,1.0,0.0,초아헤 비스코티
56,2,비건 유기농 쌀 프로틴 쿠콘 4종 (쿠키 + 스콘) 글루텐프리,https://smartstore.naver.com/meandri/products/10054409375,3900,1.0,0.0,0.0,1.0,0.0,스퀘어쿠콘 곤드레들깨 단호박 말차초코 쑥크렌베리
57,12,비건 쌀 마들렌 - 아마레또 커피,https://smartstore.naver.com/dearmyqueen1553/products/10663549774,4200,1.0,0.0,0.0,1.0,0.0,필수상품 없음
58,23,메종드비건스콘,https://smartstore.naver.com/maison_de_vegan/products/4780918604,3500,1.0,0.0,0.0,1.0,0.0,플레인스콘 (-500원) 메이플무화과스콘 깻잎스콘
59,6,로투스 비스코프 비건케이크 더브레드블루 (No 계란 우유 버터),https://smartstore.naver.com/thebreadblue/products/8215949572,39000,0.0,0.0,0.0,1.0,0.0,필수상품 없음
60,14,저당 건강 간식 시나몬두 아몬드 호두 하루 견과류 쿠키 글루텐프리 디저트,https://smartstore.naver.com/veganez/products/9911908862,5600,1.0,0.0,0.0,1.0,0.0,🍪 선택 🍪
61,22,[포포브레드] 애플베리 크럼블 / 쌀 디저트 글루텐프리 노밀가루 비건 베이커리,https://smartstore.naver.com/forfourbread/products/5416047304,5500,1.0,0.0,0.0,1.0,0.0,애플베리 크럼블
62,12,미니 발로나 초코 브라우니,https://smartstore.naver.com/dearmyqueen1553/products/9975947397,3900,1.0,0.0,0.0,1.0,0.0,필수상품 없음
63,8,"[모닐이네하우스] 특허받은 레시피, 콩으로 만든 무설탕 노생크림 키쇼(키토 쇼콜라)",https://smartstore.naver.com/monil2house/products/8606334927,5600,1.0,0.0,0.0,0.0,0.0,얼그레이(무설탕) 말차(무설탕) 몽블랑(무설탕) (+300원) 헤이즐넛다크(무설탕) (+300원) 라즈베리다크(무설탕) (+300원) 딸기(저당/겨울한정) 티라미수(무설탕/디카페인) (+300원) 피넛버터&다크(무설탕) (+300원) 딥다크(무설탕) (+300원) 바닐라(무설탕) (+300원) 다크(무설탕)
64,24,노밀가루 국산 쌀가루 글루텐프리 휘낭시에,https://smartstore.naver.com/b__ethel/products/10159951916,2500,1.0,0.0,0.0,0.0,0.0,고메(기본) 무화과크림치즈 (+400원) 아몬드크로칸트 (+400원) 발로나 (+400원) 눈에띄네 (+400원) 고구마앙 (+400원) 레밍턴 (+600원) 솔티초코 (+200원) 황치즈 (+600원) 모카 (+400원) 화이트헤이즐넛 (+600원) 감자치즈 (+800원) 마약옥수수 (+400원) 헤이즐넛 누텔라 (+900원) 몽쉐르 (+900원) 땅콩버터크림 (+900원) 솔티카라멜 (+400원) 레몬얼그레이 (+400원)
65,2,비건 유기농 쌀 & 완두단백 & 제로슈가 프로틴볼 글루텐프리,https://smartstore.naver.com/meandri/products/8725650510,5000,1.0,0.0,0.0,1.0,0.0,꼬소소 호두헴프
66,6,[통밀식빵2개+아침한톨 땅콩초코맛 스프레드1개 세트 ] 땅콩잼 더브레드블루X푸로운,https://smartstore.naver.com/thebreadblue/products/10607885526,33000,1.0,1.0,1.0,1.0,0.0,필수상품 없음
67,23,메종드비건 홀파운드케이크,https://smartstore.naver.com/maison_de_vegan/products/4788638756,25000,1.0,0.0,0.0,1.0,0.0,쑥무화과홀파운드케이크 단호박홀파운드케이크 제주말차홀파운드케이크 바닐라빈홀파운드케이크 바닐라모카홀파운드케이크 얼그레이캬라멜홀파운드케이크 유자오렌지홀파운드케이크 바닐라초코홀파운드케이크
68,4,프로넛 프로틴 오븐에 구운 도넛 카카오 밀가루없는 단백질 빵 식사대용 건강한 간식 글루텐프,https://smartstore.naver.com/pronut/products/5874026105,3900,1.0,1.0,0.0,0.0,0.0,카카오(더블카카오몬스터) 녹차(녹차품은카카오) 스트로베리향요거트(요거트베리굿) 얼그레이(아이러브얼그레이) 초코바나나(초코한테바나나) 블루베리향치즈케이크(블베치)
69,7,"(1병+1병) 그림의빵 굿다운 1/9 저칼로리 저당 치아딸기잼, 서울어워드수상 당뇨와건강몰",https://smartstore.naver.com/grimmsbread/products/8590293765,24800,0.0,0.0,0.0,0.0,1.0,필수상품 없음
70,20,노밀가루 프로틴 식빵 식단조절빵 식사빵 큐브식빵,https://smartstore.naver.com/6-bbang/products/5554269016,4700,1.0,0.4444444444444444,0.0,1.0,0.0,큐브식빵 플레인 블루베리 (+200원) 밤 (+300원) 바질치즈 (+500원) 올리브치즈 (+500원) 먹물치즈 (+600원) 애플시나몬 (+300원) 밤팥 (+600원)
