id,store_id,title,purchase_url,price,gluten_free_tag,high_protein_tag,sugar_free_tag,vegan_tag,ketogenic_tag,flavor
141,14,저당 간식 쿠키 피넛 초코칩 땅콩쿠키,https://smartstore.naver.com/veganez/products/9931974653,5200,1.0,0.0,0.0,1.0,0.0,🍪 선택 🍪
142,10,키토빵앗간 쿠키 (저당 글루텐프리 저탄수빵),https://smartstore.naver.com/ketobbang/products/6112318422,4300,1.0,0.0,0.75,0.0,0.0,피칸 초코칩 쿠키 말차 마카다미아 화이트초코칩 쿠키 얼그레이 무화과 크림치즈 쿠키 비건 오트밀 쿠키
143,32,단백질 디저트 빵떡집 글루텐프리 단백질빵 빵떡이,https://smartstore.naver.com/bbangttuk_house/products/10266867757,9900,1.0,0.0,0.0,0.0,0.0,"맛보기 6구/BEST 3구 맛보기 6구(모든맛) (+9,000원) BEST 3구(솔티카라멜 초코 고구마)"
144,14,땅콩이 피칸 볼 쿠키 비건쿠키 글루텐프리 저당 간식,https://smartstore.naver.com/veganez/products/9899459424,5700,1.0,0.0,0.0,1.0,0.0,🍪
145,2,비건 유기농 쌀 미니 치즈케이크 5종 글루텐프리,https://smartstore.naver.com/meandri/products/10055747167,4600,1.0,0.0,0.0,1.0,0.0,치케컵 단호팥 흑임자깨 쑥녹밤 얼라즈 체리베리
146,33,"[쌀쿠키 답례품🕊] 결혼식답례품, 회사간식, 승진선물, 퇴사선물, 기업행사답례 수제간식",https://smartstore.naver.com/bbangmiso/products/9924956510,5000,1.0,0.0,0.0,0.0,0.0,쌀브레쿠키 3가지 맛 구성 4가지 맛 구성 (+500원)
147,22,[포포브레드] 선물 꾸러미 세트 / 선물 세트 비건 빵 베이커리,https://smartstore.naver.com/forfourbread/products/6574531190,40000,1.0,0.0,0.0,1.0,0.0,"삼삼한 꾸러미 세트 포포 꾸러미 세트 (+10,000원)"
148,8,"[모닐이네하우스] 쌀로 만든 츄러스 (글루텐프리, 설탕함유 or 무설탕 선택가능)",https://smartstore.naver.com/monil2house/products/9935315681,8700,1.0,0.0,0.0,0.0,0.0,설탕함유버전 무설탕버전
149,8,"[모닐이네하우스] 무설탕, 콩으로 만든 키쇼 (3종) 선물세트",https://smartstore.naver.com/monil2house/products/8877396301,17500,,,,,,
150,19,호박 케이크 무설탕 무밀가루 글루텐프리 난각번호1번 저당,https://smartstore.naver.com/dduddustore/products/5628681133,4500,1.0,1.0,1.0,0.0,0.0,호박 케이크
151,14,저당간식 비건베이커리 글루텐프리 아몬드 쿠키,https://smartstore.naver.com/veganez/products/10088851664,5000,1.0,0.0,0.0,1.0,0.0,🍪
152,16,글루텐프리 다이어트빵 쌀디저트 찹쌀휘낭시에 2개 세트 비건 구움과자 선물 바닐라 카카오,https://smartstore.naver.com/earth-born/products/7862724112,5000,1.0,0.0,0.0,1.0,0.0,바닐라 카카오
153,8,[모닐이네하우스] 🌾 100% 글루텐프리 쌀로 만든 베이글 (비건/GF),https://smartstore.naver.com/monil2house/products/8866615221,3600,1.0,0.0,0.0,1.0,0.0,플레인 (글루텐프리/비건) 치즈(글루텐프리) (+300원) 앙버터(글루텐프리) (+800원) 올리브(글루텐프리/비건) (+200원)
154,15,틴베이크 통밀 단백질 프로틴 베이글 식사 식단 아침 빵,https://smartstore.naver.com/teinbake/products/9809774432,3600,0.0,0.0,0.0,1.0,0.0,오리지널 베이글 블루베리 베이글 (+200원) 올리브베이글 (+200원) (한정)소보로베이글 (+500원) (한정)제주밤호박베이글 (+500원)
155,26,글루텐프리 휘낭시에 저당 디저트 휘낭시에맛집 - 2개입,https://smartstore.naver.com/humming_pound/products/5935853081,5600,1.0,0.5,1.0,0.0,0.0,피칸초코 먹물치즈
156,14,저당간식 크런치 초코볼 비건쿠키 글루텐프리,https://smartstore.naver.com/veganez/products/10098072778,5800,1.0,0.0,0.0,1.0,0.0,🍪
157,23,메종드비건 마들렌,https://smartstore.naver.com/maison_de_vegan/products/4781168927,1500,1.0,0.0,0.0,1.0,0.0,제주유자 얼그레이 제주말차
158,7,그림의빵 저당모닝빵4팩+저당딸기잼 1kg 리필팩+그낭시에4개 세트,https://smartstore.naver.com/grimmsbread/products/8064098289,108900,0.0,0.0,0.0,0.0,0.25,저칼로리 저당 딸기잼 1kg 저당안심 모닝빵 저당 그낭시에 딸기잼1kg
159,9,로브레 / 비건 사브레 쌀비스킷,https://smartstore.naver.com/rawsome/products/6317193762,4400,1.0,0.23529411764705882,0.0,1.0,0.0,"로브레 초코칩로브레 (+400원) 모카로브레 (+400원) 말차로브레 (+400원) 말차초코칩로브레 (+600원) 초코로브레 (+400원) 피스타치오로브레 (+1,400원) 단호박로브레 (+400원) 코코넛모카로브레 (+600원) 황치즈로브레(논비건) (+400원) 깨소미로브레 (+1,100원) 츄러스로브레 (+400원) 고구마로브레 (+400원) 호지로브레 (+800원) 퍼핑로브레 (+400원) 소금로브레 (+400원) 바밤바로브레 (+800원)"
160,30,"구떼 글루텐프리, 오일프리 리얼 퍼지 브라우니",https://smartstore.naver.com/gouterbakery/products/10015767427,20000,0.0,0.0,0.0,1.0,0.0,리얼 퍼지 브라우니 4개 Set 20000
161,6,"[시금치치아바타] 저당빵,건강빵, 식사대용 더브레드블루",https://smartstore.naver.com/thebreadblue/products/10217337021,5390,,,,,,
162,4,프로넛 무설탕 자일리톨 캔디 6가지맛 세트 화이트데이 선물포장 답례품 대량주문,https://smartstore.naver.com/pronut/products/9786795232,16800,1.0,1.0,0.0,0.0,0.0,버라이어티팩 6가지맛 버라이어티팩
163,14,저당 수제 간식 얼그레이 초코칩 글루텐프리 홍차 비건 쿠키,https://smartstore.naver.com/veganez/products/9899556578,5400,1.0,0.0,0.0,1.0,0.0,🍪
164,22,[포포브레드] 홀 파운드 3종 / 크리스마스 글루텐프리 케이크 노밀가루 비건 베이커리,https://smartstore.naver.com/forfourbread/products/6001277363,40000,1.0,0.0,0.0,1.0,0.0,"초바 홀파운드 쑥밤 홀파운드 단호한밤 홀파운드 (+3,000원)"
165,14,비건베이커리 비건 저당 간식 선물 볼쿠키 답례품 시나아몬호두볼,https://smartstore.naver.com/veganez/products/10169829685,5800,1.0,0.0,0.0,1.0,0.0,🍪 선택
166,6,[통밀100] 비건빵 100% 통밀빵 샌드위치 파니니 식사대용 건강 간식,https://smartstore.naver.com/thebreadblue/products/10633414319,15000,0.0,0.0,1.0,1.0,1.0,필수상품 없음
167,14,스모어쿠키 르뱅 수제 아메리칸 비건쿠키,https://smartstore.naver.com/veganez/products/9899474228,5400,1.0,0.0,0.0,1.0,0.0,🍪 선택 🍪
168,34,영이제과/비건/쌀쿠키/답례품/단체주문/건강간식/기업간식/단체간식/단체선물/선물용/쿠키/쌀사,https://smartstore.naver.com/02bakery/products/6216025703,3700,0.0,0.0,0.0,1.0,0.0,"호두사브레 8입 호지차사브레 8입 시나몬메이플피칸사브레 8입 (+400원) 참깨사브레 8입 (+200원) 호두사브레+호지차사브레 8입 호두사브레+시나몬메이플피칸사브레 8입 (+200원) 호두사브레+참깨사브레 8입 (+100원) 호지차사브레+시나몬메이플피칸사브레 8입 (+200원) 호지차사브레+참깨사브레 8입 (+100원) 시나몬메이플피칸사브레+참깨사브레 (+300원) 쌀크럼볼 3종 답례품 (+1,500원) 바닐라쌀비스킷+호두사브레+초코칩쌀볼 (+600원) 제주말차쌀비스킷+호두사브레+초코칩쌀볼 (+700원) 황치즈쌀비스킷+호두사브레+초코칩쌀볼 (+900원)"
169,7,"그림의빵 저당빵 베스트셀러 달콤세트 10개(크림빵3종+휘낭시에2종), 각2개씩 당뇨와건강몰",https://smartstore.naver.com/grimmsbread/products/8158097442,50200,0.0,0.0,0.0,0.0,0.0,필수상품 없음
170,8,[모닐이네하우스] 모모볼(모닐이의 모찌모찌 볼따구) V2 글루텐프리 쌀빵,https://smartstore.naver.com/monil2house/products/8702411060,4500,1.0,0.0,0.0,0.0,0.0,다크 말차 (+300원) 바닐라 (+300원)
171,12,비건 쌀 마들렌 - 레몬,https://smartstore.naver.com/dearmyqueen1553/products/8769087196,10800,1.0,0.0,0.0,1.0,0.0,커피 초코칩 쑥 레몬
172,22,[포포브레드] 쿠키 4종 / 쌀 디저트 글루텐프리 노밀가루 비건 베이커리,https://smartstore.naver.com/forfourbread/products/5176015845,3500,1.0,0.0,0.0,1.0,0.0,초코퍼지 쿠키 땅콩에퐁당 쿠키 말차다미아 쿠키 커피 쿠키
173,35,오티오븐 비건 비스코티 쌀볼 쌀쿠키 오트밀스콘 비건쿠키,https://smartstore.naver.com/oaty_oven/products/8656333343,4300,1.0,0.0,0.0,0.9583333333333334,0.0,"얼그레이 초코칩 쌀쿠키 (GF) (+400원) 헤이즐넛 초코칩 쌀쿠키 (GF) (+400원) 고구마 품은 단호박 쌀스콘(GF) 피스타치오 쌸브레(GF) (+1,700원) 초코칩 버터 쌸브레 (GF) (+1,200원) 제주말차 쌸브레 (GF)(200원 할인) (+1,500원) 민트초코칩 쌸브레 (GF) (+1,200원) 갈릭 바질 쌸브레 (GF) (+1,000원) 모카 쌸브레 (GF) (+1,000원) 시나몬초코 쌸브레 (GF) (+1,000원) 레몬 쌸브레(GF) (+1,000원) 피스타치오 쌀쿠키 (GF) (+1,500원) 황치즈 쌀쿠키 (Non-VG/GF) (+700원) 쑥앙금 쌀 쿠키 (GF) 넛츠 쌀쿠키 (GF) (+200원) 통밀 초코칩 비스코티 (+200원) 통밀 넛츠 비스코티 (+200원) 통밀 코코넛 비스코티 (+200원) 통밀 얼그레이 무화과 비스코티 (+200원) 초코칩 호두 오트스콘 (-300원) 피넛 오트스콘 (-300원) 플레인 오트스콘 (-300원) 현미 호두 초코칩 쿠키 (GF) (-200원) 발로나 헤이즐넛 쌀르뱅 (GF) (-200원)"
174,11,당류 0g 저당 단백질 깜빠뉴 무설탕 무밀가루 비건 키토제닉,https://smartstore.naver.com/ketopantry/products/8869138145,9600,0.0,0.5,1.0,1.0,0.0,멀티씨드 대파&멀티씨드 (+500원)
175,8,[모닐이네하우스] 겉바속촉 쌀 휘낭시에 시리즈 글루텐프리,https://smartstore.naver.com/monil2house/products/8658325289,2800,1.0,0.0,0.0,0.0,0.0,플레인 헤이즐넛 (+200원) 발로나(프랑스) 초코 (+200원) 보늬밤 (+400원) 호두크로칸트 (+200원) 무화과 크림치즈 (+200원) 애플 시나몬 (+200원) 말차 화이트 (+400원) 솔티 초코 (+400원) 황치즈 (+400원)
176,10,키토빵앗간 큐브 앙금 파운드 (저당 글루텐프리 저탄수빵),https://smartstore.naver.com/ketobbang/products/5264646685,4500,1.0,0.0,1.0,0.0,0.0,헤이즐넛 가나슈 쑥 팥앙금 콩크럼블 바닐라빈 크림치즈
177,23,메종드비건파운드케이크,https://smartstore.naver.com/maison_de_vegan/products/4781068021,13000,1.0,0.0,0.0,1.0,0.0,쑥무화과하프 단호박하프 제주말차하프 바닐라빈하프 바닐라모카하프 얼그레이캬라멜하프 유자오렌지하프 바닐라초코하프 쇼콜라하프
178,7,"그림의빵 저당 고단백 라즈베리 초코 그낭시에 16입, 당뇨와건강몰입점 디저트 휘낭시에",https://smartstore.naver.com/grimmsbread/products/9708208936,65200,0.0,0.4,0.4,0.0,0.0,구성1 구성2 구성3 라즈베리 초코 그낭시에 8개 패션코코넛 그낭시에 8개
179,14,무설탕 비건이지 먹어 볼 쿠키 플레인 쌀 크럼블 크럼볼 노슈가,https://smartstore.naver.com/veganez/products/10248863765,4800,1.0,0.0,0.0,1.0,0.0,🍪 선택 🍪
180,10,키토빵앗간 디쉬 치즈 스콘 (저당 글루텐프리 저탄수빵),https://smartstore.naver.com/ketobbang/products/5798960254,3800,1.0,1.0,0.5,0.0,0.0,대파 치즈 무화과 고르곤졸라
181,22,[포포브레드] 파운드 3종 / 쌀 디저트 글루텐프리 케이크 노밀가루 비건 베이커리,https://smartstore.naver.com/forfourbread/products/5268911320,5500,1.0,0.0,0.0,1.0,0.0,초바 파운드 쑥밤 파운드 단호한밤 파운드 (+300원)
182,16,통밀빵 다이어트빵 스콘 비건 구움과자 스콘 3개 세트상품 선물,https://smartstore.naver.com/earth-born/products/8084492499,12900,1.0,0.0,0.0,1.0,0.0,크랜베리 단호박
183,7,"굿다운 저당 초코잼, 1병",https://smartstore.naver.com/grimmsbread/products/10394185921,12400,0.0,0.0,0.5,0.0,0.0,1. 저당 초코잼 2. 저당 저칼로리 딸기잼
184,6,"[비건 쿠키] 건강 간식, 영양 간식, 채식, 식물성 쿠키",https://smartstore.naver.com/thebreadblue/products/9686069150,7700,0.0,0.0,0.0,1.0,0.0,비건버터 스노우 볼
185,11,저당 프로틴 스콘 무설탕 고댠백 수제 건강 간식,https://smartstore.naver.com/ketopantry/products/9764856488,4000,0.0,1.0,1.0,0.0,0.0,플레인 빠다코코넛 (+200원) 대파치즈 (+400원)
186,30,구떼 비건 스모어 쿠키 4종,https://smartstore.naver.com/gouterbakery/products/8421111962,3800,0.0,0.0,0.0,1.0,0.0,다크초코 제주유자 단호박 쑥
187,14,크럼블 크럼볼 흑임자 아몬드 무설탕 비건이지 임자몬드볼,https://smartstore.naver.com/veganez/products/10367728906,5700,1.0,0.0,0.0,1.0,0.0,🍪 선택 🍪
188,6,"[감자 치아바타] 저당빵, 비건빵, 건강빵 식사대용 더브레드블루",https://smartstore.naver.com/thebreadblue/products/10217185928,5390,0.0,0.0,1.0,1.0,1.0,필수상품 없음
189,14,비건이지 저당 쿠키 건강 간식 아몬드 초코칩 비건쿠키,https://smartstore.naver.com/veganez/products/9932836164,5000,1.0,0.0,0.0,1.0,0.0,🍪 선택 🍪
190,8,[모닐이네하우스] Best 100% 쌀 소금빵 (글루텐프리),https://smartstore.naver.com/monil2house/products/8907264126,3200,1.0,0.0,0.0,0.0,0.0,글루텐프리 쌀소금빵 (G.F)
191,12,비건 쌀 마들렌 - 콩고물 범벅 쑥,https://smartstore.naver.com/dearmyqueen1553/products/10663557479,4200,1.0,0.0,0.0,1.0,0.0,필수상품 없음
192,26,글루텐프리 수제쿠키 저당 디저트맛집 마카다미아 쿠키-2개입,https://smartstore.naver.com/humming_pound/products/5469178935,3900,1.0,1.0,1.0,0.0,0.0,마카다미아초코칩 피칸모카
193,4,[box] 프로넛 프로틴 도넛 카카오 밀가루없는 단백질 빵 식사대용 건강한 간식 글루텐프리,https://smartstore.naver.com/pronut/products/7709134195,23400,1.0,0.8333333333333334,0.0,0.0,0.0,카카오(더블카카오몬스터) 녹차(녹차품은카카오) 얼그레이(아이러브얼그레이) 초코바나나(초코한테바나나) 블루베리향치즈케이크(블베치) 버라이어티팩(맛별로)
194,7,"(3팩+3팩) 그림의빵 모닝빵 총 6팩, 저당식단용빵 100%곡물단백질 당뇨와건강몰입점 노",https://smartstore.naver.com/grimmsbread/products/9718870989,70200,0.0,0.5,0.5,0.0,0.0,구성1 구성2 코코모닝빵 3팩 야채모닝빵 3팩
195,29,에이사 비건 크림치즈쿠키 글루텐프리 저오일 저당 저칼로리,https://smartstore.naver.com/asa_veganclass/products/6149591370,4800,0.0,0.0,0.0,1.0,0.0,비건 크림치즈 쿠키 약과 (+200원) 오레오 군옥수수 페라미수 당근케이크
196,14,초콜렛칩 쿠키 노밀가루 쌀 글루텐프리 비건쿠키,https://smartstore.naver.com/veganez/products/9899550033,5200,1.0,0.0,0.0,1.0,0.0,🍪 선택
197,6,[무화과 듬뿍 바게트] 더브레드블루 비건빵 건강간식 저당 건강 식사대용,https://smartstore.naver.com/thebreadblue/products/10615189592,6500,0.0,0.0,0.0,1.0,1.0,필수상품 없음
198,7,"그림의빵 코코모닝빵 3팩, 저당식단용빵 100%곡물단백질 당뇨와건강몰입점 노밀가루 저당 고",https://smartstore.naver.com/grimmsbread/products/7318221629,35100,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,구성 코코모닝빵 3팩 야채모닝빵 3팩
199,22,[포포브레드] 쌀 치아바타 4종 / 빵 무설탕 저염 비건 베이커리,https://smartstore.naver.com/forfourbread/products/5268761609,4500,1.0,0.0,0.0,1.0,0.0,"올리브 치아바타 현미 치아바타 (+500원) 쑥쌀 치아바타 (+1,000원) 양파 치아바타 (+1,000원)"
200,4,프로넛 프로틴 큐브 파운드 밀가루없는 단백질 빵 에스프레소 식사대용 건강한 간식 글루텐프리,https://smartstore.naver.com/pronut/products/6510327348,18000,1.0,0.0,0.0,0.0,0.0,에스프레소(에스프레소) 카카오(카카오74) 흑임자(흑임자 임자있소)
201,25,초콩머핀 초코 프로틴빵 고단백 수제 글루텐프리 병아리콩 non-gmo 골라담기,https://smartstore.naver.com/f_nergy/products/5759900876,5400,1.0,0.0,0.0,0.0,0.0,초코 쑥 초코나무 (+200원) 레몬얼그레이 (+100원)
202,20,프로틴도넛 프로틴 노밀가루 무설탕 단백질 식단조절 단백질빵,https://smartstore.naver.com/6-bbang/products/5847878830,4900,1.0,0.75,0.0,1.0,0.0,도너츠맛 치즈맛 커피맛 초코맛
203,8,"[모닐이네하우스] 무설탕 3단 초콜릿 케이크 DIY키트 (연말파티, 행사)",https://smartstore.naver.com/monil2house/products/9324661358,78500,1.0,0.0,0.2,0.0,0.0,오리지널 다크 얼그레이 다크 라즈베리 다크 키토 쇼콜라 무화과 다크
204,18,두바이 초콜릿 쌀 비건쿠키 글루텐프리 빵택배,https://smartstore.naver.com/vegandaum/products/5675831093,10300,1.0,0.0,0.0,1.0,0.0,"쿠키종류 두바이 초콜릿 하루견과 쿠키 (-4,900원) 스모어 쿠키 (-4,600원)"
205,14,더블 초코칩 수제 비건쿠키 가나슈 초코 쫀득 꾸덕 결혼 답례품 선물,https://smartstore.naver.com/veganez/products/9899534560,5800,1.0,0.0,0.0,1.0,0.0,🍪 선택
206,14,비건이지 수제 쿠키 글루텐프리 무설탕 답례품 퇴사 선물 시보해제 결혼 조공 르뱅 간식,https://smartstore.naver.com/veganez/products/9491948626,4800,1.0,0.0,0.0,1.0,0.0,"1. 플레인볼 2. 크런치볼 3. 임자몬드볼 (+900원) 4. 얼그레이초코볼 (+800원) 5. 땅콩이 피칸 볼 (+900원) 6. 크런치초코볼 (+1,000원) 7. 시나아몬호두볼 (+1,000원) 8. 흑임자 (+400원) 9. 초당옥수수 (+400원) 10. 뉴초콜렛칩 (+600원) 11. 오!스모어 (+600원) 12. 피넛버터 (+400원) 13. 피넛초코칩 (+400원) 14. 아몬드 (+200원) 15. 아몬드초코칩 (+200원) 16. 얼그레이초코칩 (+600원) 17. 레몬얼그레이 (+1,000원) 18. 시나몬두 (+800원) 19. 시나몬레이즌 (+800원)"
207,9,로썸 통밀비스코티,https://smartstore.naver.com/rawsome/products/6062750757,4500,1.0,0.0,0.0,1.0,0.0,무화과비스코티 코코넛비스코티 헤이즐넛초코비스코티 모카초코칩비스코티
208,32,빵떡집 단백질빵떡이 단백질10g 글루텐프리,https://smartstore.naver.com/bbangttuk_house/products/9943459516,3500,1.0,0.14285714285714285,0.14285714285714285,0.0,0.0,단백질 빵떡이 초코 솔티카라멜 바닐라크림 고구마 단호박 흑임자
209,6,[소소한 소금빵 4개 세트] 비건빵 100% 건강빵 간식,https://smartstore.naver.com/thebreadblue/products/10437967700,11000,0.0,0.0,0.0,1.0,0.0,필수상품 없음
210,22,[포포브레드] 마들렌 4종 / 쌀 디저트 글루텐프리 노밀가루 비건 베이커리,https://smartstore.naver.com/forfourbread/products/5268905112,2800,1.0,0.0,0.0,1.0,0.0,초코 마들렌 메콩 마들렌 쑥밭 마들렌 (+200원) 레몬얼그레이 마들렌 (+200원)
211,7,"그림의빵 고단백 저당 크림빵 6개, 100%곡물단백 당뇨와건강몰입점",https://smartstore.naver.com/grimmsbread/products/6541794870,33000,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,구성1 구성2 딸기맛 3개 우유맛 3개 초코맛 3개 흑임자맛 3개
